student_cooperation.gt
Iteration 10 New: [0, 0, 62, 17, 35] diff:[0, 0, 1, 0, 0]
Iteration 3190 New: [0, 0, 460, 0, 0] diff:[0, 0, 1, 0, 0]
Iteration 3200 New: [0, 0, 458, 0, 0] diff:[0, 0, 1, 0, 0]
Iteration 3210 New: [0, 0, 456, 0, 0] diff:[0, 0, -1, 0, 0]
Iteration 3220 New: [0, 0, 458, 0, 0] diff:[0, 0, 1, 0, 0]
Iteration 3230 New: [0, 0, 458, 0, 0] diff:[0, 0, 1, 0, 0]
Iteration 3240 New: [0, 0, 458, 0, 0] diff:[0, 0, 1, 0, 0]
Iteration 3250 New: [0, 0, 458, 0, 0] diff:[0, 0, 1, 0, 0]
Iteration 3260 New: [0, 0, 458, 0, 0] diff:[0, 0, 1, 0, 0]
Iteration 3270 New: [0, 0, 458, 0, 0] diff:[0, 0, 1, 0, 0]
Iteration 3280 New: [0, 0, 458, 0, 0] diff:[0, 0, -1, 0, 0]
Iteration 3290 New: [0, 0, 456, 0, 0] diff:[0, 0, 1, 0, 0]
Iteration 3300 New: [0, 0, 458, 0, 0] diff:[0, 0, 1, 0, 0]
Iteration 3310 New: [0, 0, 458, 0, 0] diff:[0, 0, 1, 0, 0]
Iteration 3320 New: [0, 0, 456, 0, 0] diff:[0, 0, -1, 0, 0]
Iteration 3330 New: [0, 0, 458, 0, 0] diff:[0, 0, 1, 0, 0]
Iteration 3340 New: [0, 0, 456, 0, 0] diff:[0, 0, -1, 0, 0]
Auto-stopped algorithm at 3350th iteration

A target 10000 more iterations took 4431131835 ns.
Total iterations 3350
Total algorithm runtime 5645843490 ns
  or 5645.84349 ms
